Date,Home Team,Away Team,RESULT,Home Score,Away Score
25/09/2022,Cincinnati Bengals,New York Jets,Cincinnati Bengals,27,12
25/09/2022,Indianapolis Colts,Kansas City Chiefs,Indianapolis Colts,20,17
25/09/2022,Minnesota Vikings,Detroit Lions,Minnesota Vikings,28,24
25/09/2022,Baltimore Ravens,New England Patriots,Baltimore Ravens,37,26
25/09/2022,Tennessee Titans,Las Vegas Raiders,Tennessee Titans,24,22
25/09/2022,Philadelphia Eagles,Washington Commanders,Philadelphia Eagles,24,8
25/09/2022,Jacksonville Jaguars,Los Angeles Chargers,Jacksonville Jaguars,38,10
25/09/2022,Atlanta Falcons,Seattle Seahawks,Atlanta Falcons,27,23
25/09/2022,Los Angeles Rams,Arizona Cardinals,Los Angeles Rams,20,12
25/09/2022,Green Bay Packers,Tampa Bay Buccaneers,Green Bay Packers,14,12
25/09/2022,Denver Broncos,San Francisco 49ers,Denver Broncos,11,10
26/09/2022,Dallas Cowboys,New York Giants,Dallas Cowboys,23,16
29/09/2022,Cincinnati Bengals,Miami Dolphins,Cincinnati Bengals,27,15
02/10/2022,Minnesota Vikings,New Orleans Saints,Minnesota Vikings,28,25
02/10/2022,Atlanta Falcons,Cleveland Browns,Atlanta Falcons,23,20
02/10/2022,Buffalo Bills,Baltimore Ravens,Buffalo Bills,23,20
02/10/2022,New York Giants,Chicago Bears,New York Giants,20,12
02/10/2022,Tennessee Titans,Indianapolis Colts,Tennessee Titans,24,17
02/10/2022,Dallas Cowboys,Washington Commanders,Dallas Cowboys,25,10
02/10/2022,Seattle Seahawks,Detroit Lions,Seattle Seahawks,48,45
02/10/2022,Los Angeles Chargers,Houston Texans,Los Angeles Chargers,34,24
02/10/2022,Philadelphia Eagles,Jacksonville Jaguars,Philadelphia Eagles,29,21
02/10/2022,New York Jets,Pittsburgh Steelers,New York Jets,24,20
02/10/2022,Arizona Cardinals,Carolina Panthers,Arizona Cardinals,26,16
02/10/2022,Las Vegas Raiders,Denver Broncos,Las Vegas Raiders,32,23
02/10/2022,Green Bay Packers,New England Patriots,Green Bay Packers,27,24
02/10/2022,Kansas City Chiefs,Tampa Bay Buccaneers,Kansas City Chiefs,41,31
03/10/2022,San Francisco 49ers,Los Angeles Rams,San Francisco 49ers,24,9
06/10/2022,Indianapolis Colts,Denver Broncos,Indianapolis Colts,12,9
09/10/2022,New York Giants,Green Bay Packers,New York Giants,27,22
09/10/2022,Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,21,15
09/10/2022,Buffalo Bills,Pittsburgh Steelers,Buffalo Bills,38,3
09/10/2022,Minnesota Vikings,Chicago Bears,Minnesota Vikings,29,22
09/10/2022,Los Angeles Chargers,Cleveland Browns,Los Angeles Chargers,30,28
09/10/2022,New England Patriots,Detroit Lions,New England Patriots,29,0
09/10/2022,Houston Texans,Jacksonville Jaguars,Houston Texans,13,6
09/10/2022,New York Jets,Miami Dolphins,New York Jets,40,17
09/10/2022,New Orleans Saints,Seattle Seahawks,New Orleans Saints,39,32
09/10/2022,Tennessee Titans,Washington Commanders,Tennessee Titans,21,17
09/10/2022,San Francisco 49ers,Carolina Panthers,San Francisco 49ers,37,15
09/10/2022,Philadelphia Eagles,Arizona Cardinals,Philadelphia Eagles,20,17
09/10/2022,Dallas Cowboys,Los Angeles Rams,Dallas Cowboys,22,10
09/10/2022,Baltimore Ravens,Cincinnati Bengals,Baltimore Ravens,19,17
10/10/2022,Kansas City Chiefs,Las Vegas Raiders,Kansas City Chiefs,30,29
13/10/2022,Washington Commanders,Chicago Bears,Washington Commanders,12,7
16/10/2022,Atlanta Falcons,San Francisco 49ers,Atlanta Falcons,28,14
16/10/2022,Cincinnati Bengals,New Orleans Saints,Cincinnati Bengals,30,26
16/10/2022,New England Patriots,Cleveland Browns,New England Patriots,38,15
16/10/2022,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,34,27
16/10/2022,New York Jets,Green Bay Packers,New York Jets,27,10
16/10/2022,Minnesota Vikings,Miami Dolphins,Minnesota Vikings,24,16
16/10/2022,New York Giants,Baltimore Ravens,New York Giants,24,20
16/10/2022,Pittsburgh Steelers,Tampa Bay Buccaneers,Pittsburgh Steelers,20,18
16/10/2022,Los Angeles Rams,Carolina Panthers,Los Angeles Rams,24,10
16/10/2022,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,19,9
16/10/2022,Buffalo Bills,Kansas City Chiefs,Buffalo Bills,24,20
16/10/2022,Philadelphia Eagles,Dallas Cowboys,Philadelphia Eagles,26,17
17/10/2022,Los Angeles Chargers,Denver Broncos,Los Angeles Chargers,19,16
20/10/2022,Arizona Cardinals,New Orleans Saints,Arizona Cardinals,42,34
23/10/2022,Cincinnati Bengals,Atlanta Falcons,Cincinnati Bengals,35,17
23/10/2022,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,21,3
23/10/2022,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,23,20
23/10/2022,Tennessee Titans,Indianapolis Colts,Tennessee Titans,19,10
23/10/2022,Dallas Cowboys,Detroit Lions,Dallas Cowboys,24,6
23/10/2022,Washington Commanders,Green Bay Packers,Washington Commanders,23,21
23/10/2022,New York Giants,Jacksonville Jaguars,New York Giants,23,17
23/10/2022,Las Vegas Raiders,Houston Texans,Las Vegas Raiders,38,20
23/10/2022,New York Jets,Denver Broncos,New York Jets,16,9
23/10/2022,Kansas City Chiefs,San Francisco 49ers,Kansas City Chiefs,44,23
23/10/2022,Seattle Seahawks,Los Angeles Chargers,Seattle Seahawks,37,23
23/10/2022,Miami Dolphins,Pittsburgh Steelers,Miami Dolphins,16,10
24/10/2022,Chicago Bears,New England Patriots,Chicago Bears,33,14
27/10/2022,Baltimore Ravens,Tampa Bay Buccaneers,Baltimore Ravens,27,22
30/10/2022,Denver Broncos,Jacksonville Jaguars,Denver Broncos,21,17
30/10/2022,Miami Dolphins,Detroit Lions,Miami Dolphins,31,27
30/10/2022,Philadelphia Eagles,Pittsburgh Steelers,Philadelphia Eagles,35,13
30/10/2022,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,37,34
30/10/2022,Dallas Cowboys,Chicago Bears,Dallas Cowboys,49,29
30/10/2022,Minnesota Vikings,Arizona Cardinals,Minnesota Vikings,34,26
30/10/2022,New Orleans Saints,Las Vegas Raiders,New Orleans Saints,24,0
30/10/2022,New England Patriots,New York Jets,New England Patriots,22,17
30/10/2022,Tennessee Titans,Houston Texans,Tennessee Titans,17,10
30/10/2022,San Francisco 49ers,Los Angeles Rams,San Francisco 49ers,31,14
30/10/2022,Washington Commanders,Indianapolis Colts,Washington Commanders,17,16
30/10/2022,Seattle Seahawks,New York Giants,Seattle Seahawks,27,13
30/10/2022,Buffalo Bills,Green Bay Packers,Buffalo Bills,27,17
31/10/2022,Cleveland Browns,Cincinnati Bengals,Cleveland Browns,32,13
03/11/2022,Philadelphia Eagles,Houston Texans,Philadelphia Eagles,29,17
06/11/2022,New York Jets,Buffalo Bills,New York Jets,20,17
06/11/2022,Detroit Lions,Green Bay Packers,Detroit Lions,15,9
06/11/2022,Minnesota Vikings,Washington Commanders,Minnesota Vikings,20,17
06/11/2022,Los Angeles Chargers,Atlanta Falcons,Los Angeles Chargers,20,17
06/11/2022,Cincinnati Bengals,Carolina Panthers,Cincinnati Bengals,42,21
06/11/2022,Miami Dolphins,Chicago Bears,Miami Dolphins,35,32
06/11/2022,New England Patriots,Indianapolis Colts,New England Patriots,26,3
06/11/2022,Jacksonville Jaguars,Las Vegas Raiders,Jacksonville Jaguars,27,20
06/11/2022,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,31,21
06/11/2022,Tampa Bay Buccaneers,Los Angeles Rams,Tampa Bay Buccaneers,16,13
06/11/2022,Kansas City Chiefs,Tennessee Titans,Kansas City Chiefs,20,17
07/11/2022,Baltimore Ravens,New Orleans Saints,Baltimore Ravens,27,13
10/11/2022,Carolina Panthers,Atlanta Falcons,Carolina Panthers,25,15
13/11/2022,Tampa Bay Buccaneers,Seattle Seahawks,Tampa Bay Buccaneers,21,16
13/11/2022,Minnesota Vikings,Buffalo Bills,Minnesota Vikings,33,30
13/11/2022,Miami Dolphins,Cleveland Browns,Miami Dolphins,39,17
13/11/2022,Tennessee Titans,Denver Broncos,Tennessee Titans,17,10
13/11/2022,New York Giants,Houston Texans,New York Giants,24,16
13/11/2022,Detroit Lions,Chicago Bears,Detroit Lions,31,30
13/11/2022,Kansas City Chiefs,Jacksonville Jaguars,Kansas City Chiefs,27,17
13/11/2022,Pittsburgh Steelers,New Orleans Saints,Pittsburgh Steelers,20,10
13/11/2022,Indianapolis Colts,Las Vegas Raiders,Indianapolis Colts,25,20
13/11/2022,Green Bay Packers,Dallas Cowboys,Green Bay Packers,31,28
13/11/2022,Arizona Cardinals,Los Angeles Rams,Arizona Cardinals,27,17
13/11/2022,San Francisco 49ers,Los Angeles Chargers,San Francisco 49ers,22,16
14/11/2022,Washington Commanders,Philadelphia Eagles,Washington Commanders,32,21
17/11/2022,Tennessee Titans,Green Bay Packers,Tennessee Titans,27,17
20/11/2022,Buffalo Bills,Cleveland Browns,Buffalo Bills,31,23
20/11/2022,Detroit Lions,New York Giants,Detroit Lions,31,18
20/11/2022,Washington Commanders,Houston Texans,Washington Commanders,23,10
20/11/2022,New England Patriots,New York Jets,New England Patriots,10,3
20/11/2022,Atlanta Falcons,Chicago Bears,Atlanta Falcons,27,24
20/11/2022,Baltimore Ravens,Carolina Panthers,Baltimore Ravens,13,3
20/11/2022,Philadelphia Eagles,Indianapolis Colts,Philadelphia Eagles,17,16
20/11/2022,New Orleans Saints,Los Angeles Rams,New Orleans Saints,27,20
20/11/2022,Las Vegas Raiders,Denver Broncos,Las Vegas Raiders,22,16
20/11/2022,Cincinnati Bengals,Pittsburgh Steelers,Cincinnati Bengals,37,30
20/11/2022,Dallas Cowboys,Minnesota Vikings,Dallas Cowboys,40,3
20/11/2022,Kansas City Chiefs,Los Angeles Chargers,Kansas City Chiefs,30,27
21/11/2022,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,38,10
24/11/2022,Buffalo Bills,Detroit Lions,Buffalo Bills,28,25
24/11/2022,Dallas Cowboys,New York Giants,Dallas Cowboys,28,20
24/11/2022,Minnesota Vikings,New England Patriots,Minnesota Vikings,33,26
27/11/2022,Cincinnati Bengals,Tennessee Titans,Cincinnati Bengals,20,16
27/11/2022,Cleveland Browns,Tampa Bay Buccaneers,Cleveland Browns,23,17
27/11/2022,Miami Dolphins,Houston Texans,Miami Dolphins,30,15
27/11/2022,Jacksonville Jaguars,Baltimore Ravens,Jacksonville Jaguars,28,27
27/11/2022,Washington Commanders,Atlanta Falcons,Washington Commanders,19,13
27/11/2022,Carolina Panthers,Denver Broncos,Carolina Panthers,23,10
27/11/2022,New York Jets,Chicago Bears,New York Jets,31,10
27/11/2022,Las Vegas Raiders,Seattle Seahawks,Las Vegas Raiders,40,34
27/11/2022,Los Angeles Chargers,Arizona Cardinals,Los Angeles Chargers,25,24
27/11/2022,Kansas City Chiefs,Los Angeles Rams,Kansas City Chiefs,26,10
27/11/2022,San Francisco 49ers,New Orleans Saints,San Francisco 49ers,13,0
27/11/2022,Philadelphia Eagles,Green Bay Packers,Philadelphia Eagles,40,33
28/11/2022,Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,24,17
01/12/2022,Buffalo Bills,New England Patriots,Buffalo Bills,24,10
04/12/2022,Cleveland Browns,Houston Texans,Cleveland Browns,27,14
04/12/2022,Baltimore Ravens,Denver Broncos,Baltimore Ravens,10,9
04/12/2022,Detroit Lions,Jacksonville Jaguars,Detroit Lions,40,14
04/12/2022,Minnesota Vikings,New York Jets,Minnesota Vikings,27,22
04/12/2022,Washington Commanders,New York Giants,New York Giants,20,20
04/12/2022,Philadelphia Eagles,Tennessee Titans,Philadelphia Eagles,35,10
04/12/2022,Pittsburgh Steelers,Atlanta Falcons,Pittsburgh Steelers,19,16
04/12/2022,Green Bay Packers,Chicago Bears,Green Bay Packers,28,19
04/12/2022,San Francisco 49ers,Miami Dolphins,San Francisco 49ers,33,17
04/12/2022,Seattle Seahawks,Los Angeles Rams,Seattle Seahawks,27,23
04/12/2022,Cincinnati Bengals,Kansas City Chiefs,Cincinnati Bengals,27,24
04/12/2022,Las Vegas Raiders,Los Angeles Chargers,Las Vegas Raiders,27,20
04/12/2022,Dallas Cowboys,Indianapolis Colts,Dallas Cowboys,54,19
05/12/2022,Tampa Bay Buccaneers,New Orleans Saints,Tampa Bay Buccaneers,17,16
08/12/2022,Los Angeles Rams,Las Vegas Raiders,Los Angeles Rams,17,16
11/12/2022,Buffalo Bills,New York Jets,Buffalo Bills,20,12
11/12/2022,Cincinnati Bengals,Cleveland Browns,Cincinnati Bengals,23,10
11/12/2022,Dallas Cowboys,Houston Texans,Dallas Cowboys,27,23
11/12/2022,Detroit Lions,Minnesota Vikings,Detroit Lions,34,23
11/12/2022,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,36,22
11/12/2022,Philadelphia Eagles,New York Giants,Philadelphia Eagles,48,22
11/12/2022,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,16,14
11/12/2022,Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,34,28
11/12/2022,Carolina Panthers,Seattle Seahawks,Carolina Panthers,30,24
11/12/2022,San Francisco 49ers,Tampa Bay Buccaneers,San Francisco 49ers,35,7
11/12/2022,Los Angeles Chargers,Miami Dolphins,Los Angeles Chargers,23,17
12/12/2022,New England Patriots,Arizona Cardinals,New England Patriots,27,13
15/12/2022,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,21,13
17/12/2022,Minnesota Vikings,Indianapolis Colts,Minnesota Vikings,39,36
17/12/2022,Cleveland Browns,Baltimore Ravens,Cleveland Browns,13,3
17/12/2022,Buffalo Bills,Miami Dolphins,Buffalo Bills,32,29
18/12/2022,New Orleans Saints,Atlanta Falcons,New Orleans Saints,21,18
18/12/2022,Pittsburgh Steelers,Carolina Panthers,Pittsburgh Steelers,24,16
18/12/2022,Philadelphia Eagles,Chicago Bears,Philadelphia Eagles,25,20
18/12/2022,Jacksonville Jaguars,Dallas Cowboys,Jacksonville Jaguars,40,34
18/12/2022,Detroit Lions,New York Jets,Detroit Lions,20,17
18/12/2022,Kansas City Chiefs,Houston Texans,Kansas City Chiefs,30,24
18/12/2022,Denver Broncos,Arizona Cardinals,Denver Broncos,24,15
18/12/2022,Las Vegas Raiders,New England Patriots,Las Vegas Raiders,30,24
18/12/2022,Cincinnati Bengals,Tampa Bay Buccaneers,Cincinnati Bengals,34,23
18/12/2022,Los Angeles Chargers,Tennessee Titans,Los Angeles Chargers,17,14
18/12/2022,New York Giants,Washington Commanders,New York Giants,20,12
19/12/2022,Green Bay Packers,Los Angeles Rams,Green Bay Packers,24,12
22/12/2022,Jacksonville Jaguars,New York Jets,Jacksonville Jaguars,19,3
24/12/2022,Baltimore Ravens,Atlanta Falcons,Baltimore Ravens,17,9
24/12/2022,Buffalo Bills,Chicago Bears,Buffalo Bills,35,13
24/12/2022,Carolina Panthers,Detroit Lions,Carolina Panthers,37,23
24/12/2022,Cincinnati Bengals,New England Patriots,Cincinnati Bengals,22,18
24/12/2022,New Orleans Saints,Cleveland Browns,New Orleans Saints,17,10
24/12/2022,Houston Texans,Tennessee Titans,Houston Texans,19,14
24/12/2022,Kansas City Chiefs,Seattle Seahawks,Kansas City Chiefs,24,10
24/12/2022,Minnesota Vikings,New York Giants,Minnesota Vikings,27,24
24/12/2022,San Francisco 49ers,Washington Commanders,San Francisco 49ers,37,20
24/12/2022,Dallas Cowboys,Philadelphia Eagles,Dallas Cowboys,40,34
24/12/2022,Pittsburgh Steelers,Las Vegas Raiders,Pittsburgh Steelers,13,10
25/12/2022,Green Bay Packers,Miami Dolphins,Green Bay Packers,26,20
25/12/2022,Los Angeles Rams,Denver Broncos,Los Angeles Rams,51,14
25/12/2022,Tampa Bay Buccaneers,Arizona Cardinals,Tampa Bay Buccaneers,19,16
26/12/2022,Los Angeles Chargers,Indianapolis Colts,Los Angeles Chargers,20,3
29/12/2022,Dallas Cowboys,Tennessee Titans,Dallas Cowboys,27,13
01/01/2023,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,20,19
01/01/2023,Tampa Bay Buccaneers,Carolina Panthers,Tampa Bay Buccaneers,30,24
01/01/2023,Detroit Lions,Chicago Bears,Detroit Lions,41,10
01/01/2023,Cleveland Browns,Washington Commanders,Cleveland Browns,24,10
01/01/2023,New York Giants,Indianapolis Colts,New York Giants,38,10
01/01/2023,Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,27,24
01/01/2023,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,31,3
01/01/2023,New England Patriots,Miami Dolphins,New England Patriots,23,21
01/01/2023,New Orleans Saints,Philadelphia Eagles,New Orleans Saints,20,10
01/01/2023,Seattle Seahawks,New York Jets,Seattle Seahawks,23,6
01/01/2023,San Francisco 49ers,Las Vegas Raiders,San Francisco 49ers,37,34
01/01/2023,Green Bay Packers,Minnesota Vikings,Green Bay Packers,41,17
01/01/2023,Los Angeles Chargers,Los Angeles Rams,Los Angeles Chargers,31,10
01/01/2023,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,16,13
07/01/2023,Kansas City Chiefs,Las Vegas Raiders,Kansas City Chiefs,31,13
07/01/2023,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,20,16
08/01/2023,Buffalo Bills,New England Patriots,Buffalo Bills,35,23
08/01/2023,Cincinnati Bengals,Baltimore Ravens,Cincinnati Bengals,27,16
08/01/2023,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,30,17
08/01/2023,Carolina Panthers,New Orleans Saints,Carolina Panthers,10,7
08/01/2023,Minnesota Vikings,Chicago Bears,Minnesota Vikings,29,13
08/01/2023,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,28,14
08/01/2023,Houston Texans,Indianapolis Colts,Houston Texans,32,31
08/01/2023,Miami Dolphins,New York Jets,Miami Dolphins,11,6
08/01/2023,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,38,13
08/01/2023,Washington Commanders,Dallas Cowboys,Washington Commanders,26,6
08/01/2023,Denver Broncos,Los Angeles Chargers,Denver Broncos,31,28
08/01/2023,Philadelphia Eagles,New York Giants,Philadelphia Eagles,22,16
08/01/2023,Seattle Seahawks,Los Angeles Rams,Seattle Seahawks,19,16
08/01/2023,Detroit Lions,Green Bay Packers,Detroit Lions,20,16
14/01/2023,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,41,23
14/01/2023,Jacksonville Jaguars,Los Angeles Chargers,Jacksonville Jaguars,31,30
15/01/2023,Buffalo Bills,Miami Dolphins,Buffalo Bills,34,31
15/01/2023,New York Giants,Minnesota Vikings,New York Giants,31,24
15/01/2023,Cincinnati Bengals,Baltimore Ravens,Cincinnati Bengals,24,17
16/01/2023,Dallas Cowboys,Tampa Bay Buccaneers,Dallas Cowboys,31,14
21/01/2023,Kansas City Chiefs,Jacksonville Jaguars,Kansas City Chiefs,27,20
21/01/2023,Philadelphia Eagles,New York Giants,Philadelphia Eagles,38,7
22/01/2023,Cincinnati Bengals,Buffalo Bills,Cincinnati Bengals,27,10
22/01/2023,San Francisco 49ers,Dallas Cowboys,San Francisco 49ers,19,12
29/01/2023,Philadelphia Eagles,San Francisco 49ers,Philadelphia Eagles,31,7
29/01/2023,Kansas City Chiefs,Cincinnati Bengals,Kansas City Chiefs,23,20
12/02/2023,Kansas City Chiefs,Philadelphia Eagles,Kansas City Chiefs,38,35
